Date, Close/Last, Volume, Open, High, Low
04/24/2019, $247.96, 1153487, $245.68, $248.7, $245.6
04/23/2019, $245.58, 1511387, $244.65, $246.53, $242.21
04/22/2019, $243.42, 1299979, $245.19, $245.77, $242.56
04/18/2019, $245.81, 1364894, $246.79, $247.25, $244.701
04/17/2019, $245.56, 1291248, $246.3, $246.46, $244.32
04/16/2019, $245.34, 1358873, $246.65, $246.82, $244.25
04/15/2019, $246.33, 1722368, $242.37, $246.75, $241.96
04/12/2019, $241.95, 2084927, $241.51, $242.72, $240.9
04/11/2019, $241.24, 2712197, $243.62, $244.18, $240.92
04/10/2019, $245.61, 1499116, $245.28, $246.67, $244.71
04/09/2019, $244.91, 1422555, $245.11, $245.68, $244.005
04/08/2019, $246.52, 1243936, $245.99, $246.83, $245.2
04/05/2019, $245.87, 1610369, $244.96, $247.09, $244.01
04/04/2019, $244.4, 1319734, $242.17, $244.76, $241.25
04/03/2019, $242.48, 1663630, $241.69, $243.55, $241.02
04/02/2019, $240.5, 1568364, $244, $244.19, $240.31
04/01/2019, $244.19, 1541311, $243.07, $244.41, $242.58
03/29/2019, $242.14, 1940059, $241.66, $242.44, $240.77
03/28/2019, $241.22, 1297941, $239.98, $241.95, $239.5834
03/27/2019, $239.41, 1319803, $238.71, $240.21, $238.16
03/26/2019, $239.07, 1157616, $238, $240.25, $237.36
03/25/2019, $236.97, 1336649, $236.93, $238.08, $235.785
03/22/2019, $237.56, 1803489, $239.75, $240.34, $236.9
03/21/2019, $239.54, 1615924, $236.68, $239.85, $236.5526
03/20/2019, $236.98, 1383666, $237.03, $238.49, $235.775
03/19/2019, $237.05, 1804913, $237.52, $238.05, $236.29
03/18/2019, $236.59, 1688237, $233.58, $236.68, $233.49
03/15/2019, $233.6, 5072160, $234.17, $235.65, $233.18
03/14/2019, $233.84, 2129626, $236.13, $236.38, $233.28
03/13/2019, $236.38, 2357031, $234.25, $237.45, $232.95
03/12/2019, $232.96, 2647029, $230.32, $233.4, $229.9
03/11/2019, $229.69, 3703638, $227.53, $229.91, $227.06
03/08/2019, $227.82, 6778966, $225.48, $228.7, $223.77
03/07/2019, $216.79, 3202234, $218.13, $219.39, $216.22
03/06/2019, $219.23, 1957506, $220.5, $221.91, $218.23
03/05/2019, $219.82, 2133649, $218.91, $221.61, $218.9
03/04/2019, $218.41, 2379579, $220.43, $221.08, $215.87
03/01/2019, $219.44, 2178197, $219.76, $220.57, $215.77
02/28/2019, $218.74, 2044248, $218.49, $219.6917, $217.52
02/27/2019, $218.05, 1454400, $216.51, $218.86, $216.45
02/26/2019, $217.61, 1865173, $216.89, $218.91, $216.13
02/25/2019, $217.05, 1783734, $217.37, $219.09, $216.55
02/22/2019, $216.29, 1542488, $215.17, $216.59, $214.25
02/21/2019, $215.23, 1614651, $216.6, $216.72, $214.33
02/20/2019, $217.11, 1785531, $218.23, $219.07, $215.0573
02/19/2019, $218.12, 1937315, $216.67, $219.6, $216.51
02/15/2019, $216.47, 2635397, $215.15, $217.25, $214.04
02/14/2019, $213.84, 1411028, $212, $214.545, $211.14
02/13/2019, $212.8, 1697384, $212.23, $213.505, $211.295
02/12/2019, $211.9, 2091178, $210.06, $212.75, $209.255
02/11/2019, $208.72, 2368924, $208.65, $208.92, $206.76
02/08/2019, $207.75, 1960355, $207.83, $208.49, $205.75
02/07/2019, $209.05, 2525700, $210.07, $210.1, $206.27
02/06/2019, $211.6, 1614179, $212.26, $212.26, $210.48
02/05/2019, $211.61, 2069061, $211.49, $212.52, $209.64
02/04/2019, $211.18, 1625113, $210.7, $211.19, $207.9
02/01/2019, $210.27, 3453723, $214, $215, $209.365
01/31/2019, $214.63, 4335636, $211.14, $214.88, $209.72
01/30/2019, $211.35, 1573611, $210.48, $212.17, $209.32
01/29/2019, $210.31, 1554193, $210.32, $210.54, $208.5668
01/28/2019, $210.77, 1510285, $208.68, $210.79, $207.31
01/25/2019, $209.07, 2252214, $212.03, $212.319, $208.74
01/24/2019, $210.31, 1907322, $212.39, $212.39, $208.9
01/23/2019, $212.09, 2006086, $213, $214.845, $210
01/22/2019, $212.4, 2972592, $213, $215.555, $210.8
01/18/2019, $213.59, 2114732, $212.56, $214.16, $211.77
01/17/2019, $211.46, 1450224, $209.87, $211.65, $209.65
01/16/2019, $210.18, 1437323, $211.46, $211.46, $209.5
01/15/2019, $211.03, 1553619, $210.04, $211.34, $209.08
01/14/2019, $209, 1502391, $209.47, $210.65, $208.16
01/11/2019, $210.51, 1861136, $210.04, $211.25, $209.31
01/10/2019, $210.64, 2304542, $208.15, $210.9, $206
01/09/2019, $209.9, 1856960, $209.15, $211.2182, $207.92
01/08/2019, $208.55, 2332085, $208.65, $209.08, $204.18
01/07/2019, $207, 2225902, $205.52, $209.12, $203.54
01/04/2019, $206.24, 2746917, $203.08, $207.93, $201.45
01/03/2019, $200.42, 2764143, $203.7, $205.935, $200.04
01/02/2019, $204.76, 2137877, $200.5, $205.1, $199.85
12/31/2018, $203.71, 1729350, $203.38, $204.39, $201.38
12/28/2018, $202.04, 2037734, $201.82, $204.95, $199.59
12/27/2018, $201.08, 2649989, $196.96, $201.13, $193.96
12/26/2018, $198.63, 3264954, $190.82, $198.78, $189.51
12/24/2018, $189.99, 2031705, $193.9, $195.3272, $189.8
12/21/2018, $194.52, 5020471, $197.16, $200.7, $194.32
12/20/2018, $197.13, 4183319, $200.33, $200.7, $193.6753
12/19/2018, $201.41, 3286206, $203.5, $207, $199.86
12/18/2018, $202.99, 3154987, $203.09, $204.6659, $201.57
12/17/2018, $202.23, 4734486, $206.68, $207.995, $200.66
12/14/2018, $207.06, 8812463, $218, $219, $205.51
12/13/2018, $226.51, 2114926, $228.84, $229.615, $225.48
12/12/2018, $227.8, 2889643, $228.35, $230.45, $227.07
12/11/2018, $226.5, 2302906, $225.12, $227.25, $224
12/10/2018, $222.66, 2569110, $224.54, $225.2, $219.11
12/07/2018, $224.86, 2860656, $233.15, $233.81, $223.03
12/06/2018, $233.2, 3937030, $227.94, $233.86, $226.6
12/04/2018, $226.35, 3387916, $232.11, $233.3, $225.56
12/03/2018, $232.08, 2479819, $230.72, $232.2, $228.21
11/30/2018, $231.28, 2763971, $231.69, $233.39, $229.7
11/29/2018, $231, 1470597, $229, $231.59, $228.36
11/28/2018, $230.34, 2742747, $222.78, $230.46, $222.19
11/27/2018, $223.01, 2369704, $219.37, $223.12, $218.38
11/26/2018, $219.45, 2071029, $222.85, $223.48, $218.9
11/23/2018, $220.06, 1007476, $218.1, $221.18, $217.6596
11/21/2018, $218.57, 2036507, $220.56, $222.03, $217.45
11/20/2018, $219.31, 3702556, $224.92, $225, $218.05
11/19/2018, $228.74, 1904463, $231.61, $233.5, $227.81
11/16/2018, $231.02, 2808158, $229.3, $231.12, $226.52
11/15/2018, $229.94, 2693612, $232.32, $232.65, $227
11/14/2018, $233.31, 1850632, $237.12, $237.12, $231.71
11/13/2018, $234.14, 1524017, $234.75, $236.42, $232.77
11/12/2018, $234.48, 2162918, $237.64, $239.2, $234.13
11/09/2018, $237.74, 2244572, $237.97, $240.26, $237.07
11/08/2018, $238.7, 2140595, $238.51, $239.8, $237.03
11/07/2018, $240.37, 2596049, $238.75, $240.88, $236.935
11/06/2018, $236.71, 2084957, $235, $237.49, $234.1757
11/05/2018, $234.45, 2512177, $230.71, $234.89, $229.8
11/02/2018, $230.16, 2135422, $229.81, $232.23, $227.1787
11/01/2018, $229.6, 2091714, $228.18, $230.8, $227.54
10/31/2018, $228.63, 2672242, $228.65, $230.56, $225.56
10/30/2018, $227.92, 2410366, $223.1, $228.21, $223.0104
10/29/2018, $222.42, 3352371, $219.75, $224.89, $218.75
10/26/2018, $218.19, 3993497, $222.31, $225, $217
10/25/2018, $226.4, 2215768, $224.06, $227.59, $222.84
10/24/2018, $223.76, 3044957, $225.93, $231.09, $223.09
10/23/2018, $228.75, 2631814, $227.07, $229.26, $223.82
10/22/2018, $229.06, 1997641, $229.88, $230.25, $227.27
10/19/2018, $229.67, 2049740, $228.9, $230.63, $228.72
10/18/2018, $228.58, 2464700, $228.54, $230.65, $226.25
10/17/2018, $228.49, 1891584, $228.45, $228.88, $225.51
10/16/2018, $227.68, 2213506, $224.87, $228.26, $224.316
10/15/2018, $224.51, 2387375, $226.25, $226.94, $224.25
10/12/2018, $226.95, 2939171, $225.2, $227.62, $223.39
10/11/2018, $221.82, 3631031, $222.91, $225.32, $220.93
10/10/2018, $221.05, 2689121, $224.1, $225, $221.04
10/09/2018, $224.17, 2500480, $224.15, $225.15, $222.56
10/08/2018, $223.93, 3729161, $219.34, $224.4999, $219.2569
10/05/2018, $218.82, 7239625, $225, $227.06, $217.79
10/04/2018, $231.68, 2787167, $233.26, $234, $230.66
10/03/2018, $233.2, 2198838, $236.62, $237.31, $232.73
10/02/2018, $236.35, 1625907, $234.1, $237.57, $233.87
10/01/2018, $234.65, 1641127, $235.81, $236.53, $234.43
09/28/2018, $234.88, 1569063, $233.86, $235.47, $233.79
09/27/2018, $234, 1417321, $233.7, $235.67, $232.34
09/26/2018, $233.81, 1984578, $233.57, $235.66, $233.45
09/25/2018, $232.93, 1889679, $234.03, $234.66, $232.73
09/24/2018, $233.34, 1530172, $234.19, $234.85, $232.9
09/21/2018, $234.76, 3505751, $234.37, $235.84, $234.01
09/20/2018, $233.92, 1793544, $234.6, $234.996, $232.32
09/19/2018, $233.85, 1579674, $234.62, $234.74, $232.4217
09/18/2018, $234.35, 1988564, $231.98, $235.47, $231.7
09/17/2018, $232, 2878519, $234.06, $234.585, $231.51
09/14/2018, $235.38, 3853871, $239, $239, $234.47
09/13/2018, $241.27, 1998809, $242.5, $243.99, $241.05
09/12/2018, $242.44, 1910086, $245, $245.12, $242.23
09/11/2018, $244.21, 2176852, $243.93, $245.16, $243.17
09/10/2018, $243.18, 2707734, $243, $243.8042, $242.115
09/07/2018, $241.46, 2718633, $237.31, $242.95, $237.2
09/06/2018, $236.68, 1853091, $235.47, $236.77, $235.06
09/05/2018, $235.61, 2125163, $234.57, $236.17, $233.2
09/04/2018, $234.68, 1833788, $233.14, $234.91, $233.14
08/31/2018, $233.13, 1881301, $230.21, $233.52, $230.21
08/30/2018, $230.83, 1271186, $229.62, $231.16, $229.44
08/29/2018, $230.19, 1793520, $231.79, $232, $228.7345
08/28/2018, $230.26, 1882084, $230.94, $231.83, $229.84
08/27/2018, $230.03, 1902819, $232.74, $232.86, $228.1
08/24/2018, $231.28, 1453204, $230, $232.06, $229.6
08/23/2018, $229.51, 1337872, $229, $230.35, $228.57
08/22/2018, $229.21, 1267827, $228.48, $230.23, $228.3819
08/21/2018, $228.54, 2048620, $229.49, $230.1, $227.7
08/20/2018, $227.35, 1779392, $226, $228.22, $225.97
08/17/2018, $225.68, 1978559, $222.33, $225.88, $222.15
08/16/2018, $223.19, 1657547, $223.45, $224.26, $222.14
08/15/2018, $221.67, 1844052, $220.72, $222.11, $218.77
08/14/2018, $222, 1450535, $220.01, $222.56, $219.86
08/13/2018, $219.56, 1518799, $221.03, $221.58, $219.06
08/10/2018, $220.31, 2830432, $218.14, $221.7202, $217.75
08/09/2018, $218.24, 3631576, $221.62, $222.35, $216.9101
08/08/2018, $224.58, 2004558, $222.86, $224.88, $222.24
08/07/2018, $223.86, 1424270, $223.24, $225.48, $222.98
08/06/2018, $222.72, 1281837, $221.43, $223.27, $221.0112
08/03/2018, $222.03, 1195543, $221, $222.62, $221
08/02/2018, $221.12, 1902918, $215.01, $221.403, $215.01
08/01/2018, $217.13, 1841215, $218.65, $219.0989, $216.251
07/31/2018, $218.71, 1887264, $219.69, $220.065, $218.33
07/30/2018, $219.11, 1267454, $219.04, $220.118, $218.61
07/27/2018, $219.65, 1596391, $222.31, $222.5, $218.76
07/26/2018, $221.72, 1772787, $222, $224.62, $220.82
07/25/2018, $220.7, 1560160, $217.61, $220.82, $217.37
07/24/2018, $218.58, 1453901, $219.41, $220.68, $217.59
07/23/2018, $218.84, 1393391, $219.88, $220.46, $218.2
07/20/2018, $218.69, 1793861, $216.98, $218.939, $216.24
07/19/2018, $217.54, 2767388, $214.46, $218.2, $214.03
07/18/2018, $214.97, 1868227, $215.34, $215.88, $213.6
07/17/2018, $215, 2064177, $214.06, $216.155, $214
07/16/2018, $214.85, 2077019, $216.64, $217.13, $213.9
07/13/2018, $216.54, 1951128, $214, $216.64, $213.71
07/12/2018, $214.02, 2221943, $212.54, $214.17, $212.22
07/11/2018, $210.95, 1467737, $211.21, $211.7758, $209.97
07/10/2018, $211.7, 1685327, $210.99, $212.7, $210.83
07/09/2018, $210.94, 1713901, $210.52, $211.79, $210
07/06/2018, $209.62, 1514869, $207.14, $210.39, $206.6583
07/05/2018, $209.14, 1425626, $208.2, $209.29, $207.55
07/03/2018, $207.12, 842101, $208.53, $209.91, $206.9
07/02/2018, $207.99, 1872395, $208.42, $208.8244, $206.0475
06/29/2018, $208.98, 2160735, $209.66, $210.53, $208.32
06/28/2018, $208.71, 1826698, $210, $211.185, $208.05
06/27/2018, $210.03, 2210162, $210.5, $212.42, $209.61
06/26/2018, $210.09, 2276214, $212.38, $212.46, $209.97
06/25/2018, $211.75, 2398106, $210.01, $212.08, $209.97
06/22/2018, $211.1, 1729160, $210.37, $211.77, $210.02
06/21/2018, $209.96, 1815190, $208.17, $211.11, $208
06/20/2018, $207.98, 1519845, $207.76, $208.585, $206.96
06/19/2018, $207.53, 1933081, $204.9, $207.81, $204.622
06/18/2018, $206.21, 1912803, $206, $208.11, $205.15
06/15/2018, $207.32, 3828451, $205.4, $207.67, $204.57
06/14/2018, $205.12, 1684320, $204.87, $205.73, $204.29
06/13/2018, $204.11, 1664993, $204.92, $205.83, $203.21
06/12/2018, $204.88, 1381453, $204.25, $205.08, $203.23
06/11/2018, $204.5, 1673993, $203.76, $204.89, $203.42
06/08/2018, $203.76, 2050986, $201.51, $204.0139, $201
06/07/2018, $202.57, 2733192, $200.5, $202.88, $199.41
06/06/2018, $197.66, 2066776, $198.01, $198.4, $196.7
06/05/2018, $197.84, 1866646, $199.22, $199.35, $196.99
06/04/2018, $198.62, 1870565, $197.32, $199.04, $197.2501
06/01/2018, $197.13, 4055604, $195.45, $198.99, $195
05/31/2018, $198.24, 4783870, $200.22, $200.6972, $197.7
05/30/2018, $199.64, 2371670, $198.16, $200.53, $197.75
05/29/2018, $196.74, 2296164, $198.1, $198.84, $196
05/25/2018, $198.36, 1310872, $198.89, $200.22, $197.82
05/24/2018, $198.89, 1147100, $198.29, $199.09, $196.82
05/23/2018, $198.14, 1595624, $199.09, $199.09, $196.771
05/22/2018, $198.97, 1563655, $199.721, $201.77, $198.83
05/21/2018, $199.62, 1198917, $199.6, $201.34, $199.09
05/18/2018, $198.96, 1624611, $199.5, $199.52, $197.7801
05/17/2018, $199.6, 2386916, $199.06, $201.35, $197.89
05/16/2018, $198.71, 2073093, $196.07, $199.35, $195
05/15/2018, $195.48, 2319556, $194.76, $196.7, $193.26
05/14/2018, $195.88, 1440713, $195.96, $197.27, $195.42
05/11/2018, $195.76, 1296057, $195.33, $195.98, $194.57
05/10/2018, $195.45, 1870546, $196.05, $196.93, $194.2
05/09/2018, $196.04, 1954365, $194.15, $196.42, $193.15
05/08/2018, $194.48, 1900889, $192.99, $195.2, $192.42
05/07/2018, $193.06, 2364518, $195.78, $195.795, $192.21
05/04/2018, $195.19, 1703286, $192.84, $196.4, $191.28
05/03/2018, $193.01, 1805227, $193.916, $193.99, $190.18
05/02/2018, $194, 2497401, $195.48, $195.58, $192.45
05/01/2018, $196.55, 1413151, $196.49, $197.08, $193.5149
04/30/2018, $197.16, 2149014, $197.1, $199.04, $196.3852
04/27/2018, $196.58, 1563259, $194.95, $196.92, $194.53
04/26/2018, $195.26, 1439446, $194.12, $196.44, $193.34
04/25/2018, $193.97, 1310678, $192.23, $194.67, $191.39
04/24/2018, $192.51, 1598250, $194.54, $195.36, $191.15
04/23/2018, $193.35, 1542889, $193.81, $194.38, $192.26
04/20/2018, $193.56, 2086122, $194.43, $195.67, $192.75
04/19/2018, $195.07, 2412184, $196.16, $196.4, $193.5001
04/18/2018, $196.51, 1444996, $196.3, $197.766, $196.12
04/17/2018, $196, 2158029, $195.66, $196.88, $194.73
04/16/2018, $194.58, 3025341, $191.84, $195.8, $191.38
04/13/2018, $188.91, 1742194, $189.81, $189.83, $187.01
04/12/2018, $188.82, 2840608, $185.5, $190.04, $185.4948
04/11/2018, $184.65, 1696363, $182.25, $186.37, $182.22
04/10/2018, $183.55, 2526273, $185.75, $185.97, $182.17
04/09/2018, $184.41, 1935451, $185.2, $187.4, $183.5
04/06/2018, $183.96, 2245245, $185.34, $187.25, $183.1
04/05/2018, $186.25, 1919095, $186.7, $187, $184.93
04/04/2018, $185.52, 2111021, $181.13, $186.35, $180.94
04/03/2018, $182.61, 2286595, $183.53, $184.17, $181.35
04/02/2018, $182.75, 3520646, $186.91, $186.91, $181.05
03/29/2018, $188.43, 2899414, $184.74, $188.64, $184.41
03/28/2018, $183.61, 2150761, $183.61, $184.62, $181.23
03/27/2018, $183.15, 2238215, $187.44, $187.66, $182.06
03/26/2018, $187.22, 2027913, $183.03, $187.56, $182.335
03/23/2018, $180.84, 2253689, $183.28, $184.45, $180.83
03/22/2018, $182.64, 2481731, $184.9, $185.5464, $182.503
03/21/2018, $186.07, 2040261, $186.83, $187.89, $186.06
03/20/2018, $187.35, 1852410, $185.1, $187.58, $184.6
03/19/2018, $184.15, 2190062, $185.63, $185.98, $182.81
03/16/2018, $185.87, 3569223, $186.18, $186.25, $184.47
03/15/2018, $185.51, 1677341, $184.82, $186.57, $184.16
03/14/2018, $184.63, 2865568, $188.78, $189.01, $183.5
03/13/2018, $187.46, 1771089, $190.05, $190.12, $186.8
03/12/2018, $189.37, 2382573, $188.27, $190.099, $187.55
03/09/2018, $188.58, 3286944, $186.5, $188.64, $184.22
03/08/2018, $185.69, 6112874, $186.19, $186.3468, $183.08
03/07/2018, $187.36, 4897255, $189.21, $189.75, $184.78
03/06/2018, $191.46, 2228729, $192.14, $192.25, $190.0699
03/05/2018, $191.48, 2115554, $188.45, $191.98, $187.5
03/02/2018, $189.33, 2217780, $187.48, $190.39, $187.2162
03/01/2018, $189.03, 2432216, $191.31, $192.99, $187.32
02/28/2018, $190.9, 2164869, $191.6, $193.76, $190.89
02/27/2018, $190.1, 2169889, $193.45, $195.52, $190.1
02/26/2018, $192.81, 1850224, $190.1, $193.095, $189.93
02/23/2018, $189.81, 1561486, $187.83, $189.85, $185.91
02/22/2018, $186.59, 1320585, $186.35, $188.33, $185.66
02/21/2018, $185.75, 1746369, $188.53, $189.14, $185.69
02/20/2018, $188.12, 2200476, $189.87, $191.48, $187.63
02/16/2018, $191.56, 1970011, $191.45, $194.62, $191.04
02/15/2018, $191.48, 2058315, $188.09, $191.71, $186.57
02/14/2018, $187.35, 2181000, $182.71, $188.48, $182.31
02/13/2018, $184.15, 2119841, $180.22, $184.6, $180.05
02/12/2018, $181.06, 1595344, $181.84, $183.259, $180.38
02/09/2018, $180.72, 2775586, $179.78, $182.07, $175.79
02/08/2018, $178.61, 3004025, $184.51, $184.51, $178.53
02/07/2018, $183.19, 2591711, $184.6, $186.19, $183.07
02/06/2018, $185.01, 4057351, $178.91, $185.24, $176.2
02/05/2018, $182.77, 3397834, $190.66, $192.1, $182.525
02/02/2018, $190.99, 2374978, $191.25, $193.6, $190.8
02/01/2018, $193.47, 1964284, $193.41, $195.4, $192.44
01/31/2018, $194.87, 2676926, $197.44, $198.4747, $194.1
01/30/2018, $197.91, 2276537, $197.59, $198.79, $196.08
01/29/2018, $198.32, 2026865, $198.37, $199.88, $197.56
01/26/2018, $198.91, 2736521, $197.75, $199.23, $195.69
01/25/2018, $197.95, 3387412, $195, $198.45, $194.735
01/24/2018, $194.24, 2679529, $194.43, $194.75, $191.925
01/23/2018, $193.42, 2277080, $193.61, $194.1, $192.07
01/22/2018, $194.38, 2985643, $192.5, $194.76, $192.06
01/19/2018, $192.29, 2303945, $191.71, $192.64, $191.16
01/18/2018, $191.51, 1870376, $192.23, $193.03, $191.22
01/17/2018, $192.29, 2550481, $192.53, $192.56, $191.34
01/16/2018, $191.53, 1920843, $192.35, $192.84, $190.89
01/12/2018, $191.84, 3497026, $190.1, $192.179, $190
01/11/2018, $189.38, 4677352, $185.43, $190.67, $185.03
01/10/2018, $185.42, 2609344, $185.75, $186.24, $183.881
01/09/2018, $186.29, 2238188, $189.01, $189.3, $186.15
01/08/2018, $188.48, 1962175, $187.32, $188.979, $187.25
01/05/2018, $187.75, 2818292, $189.43, $189.68, $186.72
01/04/2018, $189.1, 3525306, $192, $192.3, $187.561
01/03/2018, $190.58, 3279822, $188.82, $192.1, $188.38
01/02/2018, $188.32, 2509170, $187.23, $190.68, $186.74
12/29/2017, $186.12, 2028257, $186.46, $187.6, $185.93
12/28/2017, $186.62, 1017072, $186.57, $187.02, $186.185
12/27/2017, $186.3, 1175219, $186.85, $187.06, $185.8
12/26/2017, $186.55, 1120146, $186.19, $187.34, $186.12
12/22/2017, $186.63, 1077999, $187.27, $187.48, $185.97
12/21/2017, $186.8, 1906754, $188, $188.4, $186.58
12/20/2017, $187.51, 3894174, $189.04, $189.2593, $185.4
12/19/2017, $188.33, 3955994, $192.91, $193, $187
12/18/2017, $192.31, 3492332, $192.63, $194.35, $191.9
12/15/2017, $192.73, 8450896, $193.41, $195.35, $192
12/14/2017, $186.53, 3693875, $188.58, $189.736, $186.17
12/13/2017, $188.28, 3061770, $188.53, $190.12, $187.8
12/12/2017, $188.3, 3365131, $186.96, $189.12, $186.8
12/11/2017, $188.86, 1961812, $188.21, $188.9, $187.04
12/08/2017, $188.07, 1768262, $186.79, $188.53, $185.945
12/07/2017, $186.2, 2237849, $186.51, $187.8, $185.5601
12/06/2017, $187.22, 3007251, $187.62, $187.975, $185.51
12/05/2017, $187.82, 3176451, $189.67, $191.22, $186.85
12/04/2017, $189.56, 5772546, $187.22, $189.88, $186.56
12/01/2017, $185.13, 4034147, $183.26, $185.18, $181.13
11/30/2017, $184.43, 7714901, $180.43, $184.9, $180.22
11/29/2017, $177.53, 4682521, $174, $177.74, $173.545
11/28/2017, $173.65, 2726652, $173.32, $174.18, $172.55
11/27/2017, $172.61, 2346747, $172.25, $173.06, $171.12
11/24/2017, $171.62, 789620, $172.38, $173.159, $171.5
11/22/2017, $172.48, 1948873, $173.84, $174, $171.1
11/21/2017, $173.42, 2359932, $172.96, $174.19, $172.55
11/20/2017, $172.28, 1954405, $171.11, $172.53, $170.85
11/17/2017, $170.98, 2100495, $171, $172.2, $170.65
11/16/2017, $170.98, 2342668, $170.23, $171.34, $169.16
11/15/2017, $169, 2438891, $169.3, $170.73, $167.055
11/14/2017, $171.44, 1774350, $170.82, $171.83, $169.77
11/13/2017, $171.46, 4092517, $171, $173.09, $170.65
11/10/2017, $171.36, 2673008, $168.44, $171.38, $168.0752
11/09/2017, $169.11, 2093772, $167.48, $169.31, $167.05
11/08/2017, $169.05, 3494532, $166.63, $169.19, $166.02
11/07/2017, $166.28, 1943729, $165.2, $166.5, $164.6
11/06/2017, $165.05, 1917264, $165.8, $166.5878, $164.98
11/03/2017, $166.44, 3112622, $164.16, $167.0697, $163.78
11/02/2017, $164.95, 3255397, $163.73, $165.55, $162.61
11/01/2017, $162.69, 2127972, $161.97, $163.29, $161.29
10/31/2017, $161.08, 2507958, $159.84, $161.27, $159.717
10/30/2017, $160.23, 2550870, $161.99, $162, $159.47
10/27/2017, $162.38, 3399928, $160.8, $162.68, $160.7
10/26/2017, $162.46, 3036425, $162.46, $163.55, $160.79
10/25/2017, $162.18, 3604024, $161, $163, $160.58
10/24/2017, $162.29, 3029871, $161.16, $162.89, $161
10/23/2017, $162.04, 2808317, $160.85, $162.39, $160.58
10/20/2017, $160.77, 3992617, $158.97, $161.01, $158.51
10/19/2017, $158.46, 2885757, $157.14, $158.7599, $157.0032
10/18/2017, $157.55, 3010631, $158.84, $158.84, $157.305
10/17/2017, $158.38, 2426072, $159, $159.27, $157.57
10/16/2017, $158.81, 2454002, $159.38, $159.8, $158.32
10/13/2017, $159.85, 3633743, $157.42, $160.08, $157.09
10/12/2017, $157.22, 3618060, $157.87, $157.99, $156.36
10/11/2017, $157.87, 3858662, $157.3, $158.96, $157.06
10/10/2017, $156.87, 5418527, $155.67, $157.36, $155.08
10/09/2017, $154.61, 7025557, $157.01, $157.75, $154.11
10/06/2017, $157.09, 17977730, $159, $159.46, $156.54
10/05/2017, $167.07, 4431946, $165.86, $167.12, $165.25
10/04/2017, $165.21, 1913909, $165.23, $165.93, $164.691
10/03/2017, $165.08, 2838122, $166.32, $167.29, $165.03
10/02/2017, $165.89, 2267110, $164.92, $166.42, $164.29
09/29/2017, $164.29, 1847009, $163.9, $165.07, $163.76
09/28/2017, $163.9, 1730790, $164.47, $164.949, $163.54
09/27/2017, $164.42, 1900621, $164.49, $165.315, $163.38
09/26/2017, $164.07, 2369399, $162.71, $164.73, $162.59
09/25/2017, $162.33, 1799665, $160.83, $162.7, $160.52
09/22/2017, $161.29, 1535830, $160.9, $162, $160.37
09/21/2017, $161.48, 1737578, $162.93, $162.93, $160.4
09/20/2017, $162.85, 2427591, $161.51, $163.04, $161.26
09/19/2017, $161.56, 1775538, $160.96, $161.66, $159.95
09/18/2017, $160.91, 2030950, $162.18, $163.46, $160.76
09/15/2017, $162.3, 3748852, $162.24, $162.6688, $161.7
09/14/2017, $162.37, 2491407, $162.68, $162.68, $161.64
09/13/2017, $162.99, 4199537, $160.14, $163.95, $160.0058
09/12/2017, $160.04, 2986526, $157.67, $160.6464, $157.451
09/11/2017, $157.36, 2442449, $157.89, $158, $157.06
09/08/2017, $157.31, 3364245, $158.37, $158.5, $155.03
09/07/2017, $159.28, 2479077, $158.97, $159.6, $157.571
09/06/2017, $158.86, 2872341, $159.19, $159.94, $158.09
09/05/2017, $159.14, 3414268, $157.96, $159.72, $157.47
09/01/2017, $158.24, 2833578, $157.59, $158.55, $157.2
08/31/2017, $156.74, 4566797, $156.22, $157.26, $153.95
08/30/2017, $154.44, 2488151, $153.71, $154.74, $152.88
08/29/2017, $153.56, 2445372, $152.38, $153.99, $151.46
08/28/2017, $152.55, 3774453, $151.9, $153.28, $151.2
08/25/2017, $152.45, 5702625, $152.37, $152.94, $150.06
08/24/2017, $151.33, 10291040, $160, $160.66, $151.09
08/23/2017, $159.37, 1730904, $158.62, $159.44, $157.78
08/22/2017, $158.7, 2204269, $157.53, $159.45, $157.53
08/21/2017, $157.07, 1857308, $157.19, $158.17, $155.955
08/18/2017, $157.08, 2747335, $157.98, $158.69, $156.92
08/17/2017, $158.57, 2615331, $158.48, $159.95, $157.6395
08/16/2017, $159.76, 3380251, $157.28, $159.88, $157.11
08/15/2017, $156.88, 1868757, $158, $158.383, $156.787
08/14/2017, $157.91, 2028542, $157.59, $158.2, $156.54
08/11/2017, $156.65, 1886578, $156.51, $157.8, $156.41
08/10/2017, $156.64, 2764041, $156.17, $157.57, $155.37
08/09/2017, $156.86, 2157147, $157.14, $157.57, $156.2
08/08/2017, $157.75, 2568360, $157.1, $159.44, $157.03
08/07/2017, $156.95, 2626635, $156.5, $157.58, $155.34
08/04/2017, $156.44, 3116984, $158.34, $158.439, $155.83
08/03/2017, $157.91, 5559820, $161.61, $162.35, $157.06
08/02/2017, $161.28, 5485703, $159.13, $161.55, $158.44
08/01/2017, $159.72, 4783982, $159.1, $159.97, $157.905
07/31/2017, $158.51, 6925903, $153.08, $158.66, $153.03
07/28/2017, $152.89, 2779452, $152.67, $153.3, $152.11
07/27/2017, $152.52, 3635742, $152.01, $152.985, $151.44
07/26/2017, $152.09, 3014494, $153.41, $153.5, $151.55
